customer_id,recency_days,frequency,monetary,r_score,f_score,m_score,customer_segment
5ec9666400fe1383b8ba0b5a4f0c1f82,392,1,18.68,2,3,1,"At Risk"
c2cf9273cab08608ee3a10e38663d514,597,1,18.69,1,3,1,Others
c450d2558dd77bc0cd8b290f5af4f5fa,55,1,18.70,4,1,1,"New Customers"
60f4e882b701ca5aea3378dfd8dc55d9,616,1,18.71,1,3,1,Others
4e14f46d40953ed4867254435e69c5be,54,1,18.74,4,1,1,"New Customers"
c54654905b64815899f7124f5c26f194,344,1,18.75,2,3,1,"At Risk"
c64dc07e4160bcc4089e133f004f5aa8,265,1,18.76,3,2,1,"Loyal Customers"
30facb8b391f9c46c757042b358b310a,597,1,18.76,1,3,1,Others
ea0b7ca96e72354232c17d72b8bdf66d,592,1,18.76,1,3,1,Others
04128fa0eb7d1b35ff952cfc5a0fa971,416,1,18.77,1,3,1,Others
03f846ad03437d864a8d2a22976dcafe,239,1,18.77,3,2,1,"Loyal Customers"
6e1a86d11257e641e07719f9ef0e401e,308,1,18.78,2,2,1,"At Risk"
3edf1142901dcc868ace8ad17460326e,147,1,18.78,4,4,1,"Loyal Customers"
f8d047b3dd09b4c6f4e873d925f56c4b,68,1,18.78,4,1,1,"New Customers"
d1d85b5b8fdcbb6f1bec2fe66df90f67,589,1,18.83,1,2,1,"Lost Customers"
3f90b03c801ce19bad60d569faa1bdc4,441,1,18.84,1,2,1,"Lost Customers"
e9b2fd5060b5f572facd8594b0e166e3,449,1,18.84,1,3,1,Others
dda8cbe4da08bbd6d553c7d9ce5769a2,494,1,18.85,1,2,1,"Lost Customers"
ab1a8af7afb01624d04f78edb04a5d39,108,1,18.87,4,1,1,"New Customers"
c727f1d122b7855b19bdf862e5ccd0ed,107,1,18.87,4,1,1,"New Customers"
1a105b14b5e38a1fd4ad59c1aeace83e,148,1,18.87,4,4,1,"Loyal Customers"
4555082ae3a3f83217d01f34c4640dd6,147,1,18.87,4,4,1,"Loyal Customers"
642b1a1cc1b8e9a7c429812cb1d49505,154,1,18.87,4,4,1,"Loyal Customers"
ddd2e92650a004610e674c04546bf74b,175,1,18.87,3,4,1,"Loyal Customers"
8e86b977c665aff2f6b1ea89d18f5f53,173,1,18.87,3,4,1,"Loyal Customers"
